DlyCalDt,Ticker,DlyClose,DlyHigh,DlyLow,DlyOpen,DlyVolume
19/05/2020,AAPL,76.09843444824219,77.40586118201702,76.06684101530527,76.55773324993602,101729600
20/05/2020,AAPL,77.57842254638672,77.6488922301891,76.91984026254961,76.95872392411307,111504800
21/05/2020,AAPL,77.00003051757812,77.98182245463944,76.7618709013521,77.43989122316047,102688800
22/05/2020,AAPL,77.49578857421875,77.57841356436222,76.63550527544366,76.73756838596826,81803200
26/05/2020,AAPL,76.97086334228516,78.79591801457437,76.91496669977643,78.61608760624858,125522000
27/05/2020,AAPL,77.30623626708984,77.45204814265487,76.0862919880059,76.82749926533644,112945200
28/05/2020,AAPL,77.34025573730469,78.60151611780931,76.7035515978113,76.98058746337966,133560800
29/05/2020,AAPL,77.26490020751953,78.04498345448154,76.9076645757953,77.58325219172917,153532400
01/06/2020,AAPL,78.2151107788086,78.33661941527829,77.0875070725464,77.2187384764973,80791200
02/06/2020,AAPL,78.57717895507812,78.60148215784162,77.50547223498526,77.94776530987366,87642800
03/06/2020,AAPL,79.00977325439453,79.27223605785474,78.32446277639103,78.89798738729773,104491200
04/06/2020,AAPL,78.3293228149414,79.13127678381436,77.95507416852828,78.83237030887165,87560400
05/06/2020,AAPL,80.56023406982422,80.62098839416043,78.55048369064991,78.5796445797234,137250400
08/06/2020,AAPL,81.03652954101562,81.07055551560038,79.54440749293843,80.25644625054122,95654400
09/06/2020,AAPL,83.59551239013672,83.98919920003063,80.68417010070951,80.71576353395018,147712400
10/06/2020,AAPL,85.74622344970703,86.21524505993106,84.10585667073434,84.54571739149566,166651600
11/06/2020,AAPL,81.62948608398438,85.31362818120239,81.52742300049806,84.88834802864902,201662400
12/06/2020,AAPL,82.33426666259766,84.52142258544907,81.22125057836313,83.77293248835645,200146000
15/06/2020,AAPL,83.35247802734375,84.00619497470306,80.82266775236279,80.98549256096754,138808800
16/06/2020,AAPL,85.56153106689453,85.83371668323046,83.7729272287711,85.41086152161019,165428800
17/06/2020,AAPL,85.44243621826172,86.36833137108918,85.3209275901605,86.30757705703857,114406400
18/06/2020,AAPL,85.47647094726562,85.89446096739049,84.86649519851686,85.39870363740545,96820400
19/06/2020,AAPL,84.98799133300781,86.65022840110043,83.87740074194414,86.18363944319607,264476000
22/06/2020,AAPL,87.21159362792969,87.35497290611448,85.33550028374462,85.38167415153434,135445200
23/06/2020,AAPL,89.0731201171875,90.49477263698164,88.03786416864946,88.4582867176972,212155600
24/06/2020,AAPL,87.50080108642578,89.62234460688504,87.12655239933392,88.7013070407747,192623200
25/06/2020,AAPL,88.66239929199219,88.70128293611158,86.89566681954251,87.65631188447885,137522400
26/06/2020,AAPL,85.93820190429688,88.77907450051282,85.78995750703652,88.55792788577938,205256800
29/06/2020,AAPL,87.91878509521484,88.01356538759049,85.36710383418715,85.84584813886048,130646000
30/06/2020,AAPL,88.6526870727539,88.93945305521017,87.48620727559833,87.50564539182193,140223200
01/07/2020,AAPL,88.48501586914062,89.2748220077914,88.43641686423359,88.7304656885215,110737200
02/07/2020,AAPL,88.48501586914062,90.03060958463712,88.37080487027472,89.39390551485566,114041600
06/07/2020,AAPL,90.85202026367188,91.32104187882805,89.88480872729063,89.91640216330728,118655600
07/07/2020,AAPL,90.57012176513672,92.01121263205987,90.45833587921427,91.23112914431677,112424400
08/07/2020,AAPL,92.67949676513672,92.71109019742121,91.46197784699565,91.549467922268,117092000
09/07/2020,AAPL,93.07805633544922,93.62727037791086,92.0282198433449,93.57380627647132,125642800
10/07/2020,AAPL,93.2408676147461,93.29919680465662,92.05980720131565,92.67220807313528,90257200
13/07/2020,AAPL,92.81073760986328,97.1631783276675,92.59688119999984,94.54830981555456,191649200
14/07/2020,AAPL,94.34661102294922,94.53858935423052,91.25543060561826,92.19104129715517,170989200
15/07/2020,AAPL,94.99542999267578,96.47540397529227,93.79492433032337,96.2250965348753,153198000
16/07/2020,AAPL,93.82653045654297,94.68438106422201,93.22627754411272,93.86541410703498,110577600
17/07/2020,AAPL,93.6369857788086,94.43408214536427,93.16309912532118,94.27855494560396,92186800
20/07/2020,AAPL,95.61028289794922,95.74880452196625,93.37938613595313,93.72447392303613,90318000
21/07/2020,AAPL,94.29069519042969,96.47785049123863,94.0403877137668,96.40251573529238,103433200
22/07/2020,AAPL,94.55557250976562,95.23845032827714,93.90428811755417,93.99177075995695,89001600
23/07/2020,AAPL,90.25173950195312,94.36601940031956,89.44006284876363,94.28825210729251,197004400
24/07/2020,AAPL,90.02815246582031,90.37324016307326,86.65507244466046,88.44611549067893,185438800
27/07/2020,AAPL,92.161865234375,92.25421298171179,90.86901902055509,91.09259075129832,121214000
28/07/2020,AAPL,90.64788818359375,91.90914860198515,90.6430230910152,91.73174329776009,103625600
29/07/2020,AAPL,92.38544464111328,92.57014013630604,91.09502355323384,91.1314746598381,90329200
30/07/2020,AAPL,93.50333404541016,93.60782969927278,91.1484959328642,91.55676319653618,158130000
31/07/2020,AAPL,103.29207611083984,103.44274565146054,98.00887492267535,100.01134253408772,374336800
03/08/2020,AAPL,105.894775390625,108.51935893981127,104.87896498205056,105.17787147768598,308151200
04/08/2020,AAPL,106.60196685791016,107.69554467867292,105.36014463163505,106.08433883614123,173071600
05/08/2020,AAPL,106.98835754394531,107.30914213352884,105.855896128936,106.32249256981191,121776800
06/08/2020,AAPL,110.72109985351562,111.2168571833951,106.73076025201287,107.32129046502143,202428800
07/08/2020,AAPL,108.20377349853516,110.6991917635781,107.40523995090824,110.24149434670589,198045600
10/08/2020,AAPL,109.77648162841797,110.79656040754556,107.12038216987283,109.65231698977226,212403600
11/08/2020,AAPL,106.51174926757812,109.53789844079104,106.25125017767719,109.03881778751953,187902400
12/08/2020,AAPL,110.05158996582031,110.30965211624508,107.41009717699765,107.6048585408266,165598000
13/08/2020,AAPL,111.99925231933594,113.00472456165949,110.94508601296111,111.43443386689364,210082000
14/08/2020,AAPL,111.89942932128906,111.98950664875923,110.08568325260936,111.82395872639943,165565200
17/08/2020,AAPL,111.60726165771484,113.04852095183266,110.97914996990063,113.02417392493486,119561600
18/08/2020,AAPL,112.53729248046875,112.96333955854516,111.02299914006174,111.35896888180658,105633600
19/08/2020,AAPL,112.678466796875,114.09537909958976,112.58352304816549,112.94626924012053,145538000
20/08/2020,AAPL,115.17876434326172,115.2931886914799,112.7028193742301,112.71986303729176,126907200
21/08/2020,AAPL,121.11421966552734,121.59869363243206,116.1282493861733,116.14041918677735,338054800
24/08/2020,AAPL,122.56277465820312,125.41364330957006,120.69303859679879,125.3284249869882,345937600
25/08/2020,AAPL,121.55729675292969,121.90300674261194,119.83119859572422,121.43313953220415,211495600
26/08/2020,AAPL,123.21035766601562,123.66805506312153,121.8080520118478,122.87682491569296,163022400
27/08/2020,AAPL,121.73745727539062,124.14766458561553,120.5907768320979,123.8141318298438,155552400
28/08/2020,AAPL,121.54025268554688,123.13244579194858,121.31627042883115,122.71370217000428,187630000
31/08/2020,AAPL,125.66194915771484,127.57064628140903,122.70153764471402,124.24017775703048,225702700
01/09/2020,AAPL,130.66738891601562,131.27116847594937,127.11294564543486,129.28456388151181,151948100
02/09/2020,AAPL,127.96015930175781,134.36790756368634,123.67534997091076,133.98811771326734,200119000
03/09/2020,AAPL,117.71556854248047,125.46718865430032,117.34551895820641,123.58771983998423,257599600
04/09/2020,AAPL,117.79347229003906,120.46174167565064,107.98708803912147,116.92677156884038,332607200
08/09/2020,AAPL,109.86656951904297,115.87504793239557,109.7302350684399,110.96698542167366,231366600
09/09/2020,AAPL,114.248779296875,116.02113476904711,112.24270866069972,114.19035236329198,176940500
10/09/2020,AAPL,110.51903533935547,117.3455283202875,109.55495382599455,117.20919386101103,182274400
11/09/2020,AAPL,109.06802368164062,112.21347084794252,107.12038040161133,111.57074499929149,180860300
14/09/2020,AAPL,112.34005737304688,112.89513537305015,109.84707652105583,111.71681216004912,140150100
15/09/2020,AAPL,112.51537322998047,115.71924788814476,110.63589683262789,115.23233698136607,184642000
16/09/2020,AAPL,109.19462585449219,112.96331855332305,109.10698546668381,112.21347910439461,154679000
17/09/2020,AAPL,107.45146942138672,109.2627781520389,105.86414292287712,106.84770479761534,178011000
18/09/2020,AAPL,104.04312133789062,107.97736244484516,103.31275496127046,107.509932124424,287104900
21/09/2020,AAPL,107.19829559326172,107.30541657570868,100.40101679009732,101.80332242964299,195713800
22/09/2020,AAPL,108.88301849365234,109.90553440635527,106.30239653909264,109.73024617645395,183055400
23/09/2020,AAPL,104.3157958984375,109.17516469365749,103.97495231814074,108.69799408278124,150718700
24/09/2020,AAPL,105.38699340820312,107.36385041762158,102.25128611202055,102.41683403022385,167743300
25/09/2020,AAPL,109.34070587158203,109.49652091920656,104.85138696986856,105.59149358674422,149981400
28/09/2020,AAPL,111.95056915283203,112.30114564504834,109.82763702982074,111.99926322162332,137672400
29/09/2020,AAPL,111.10331726074219,112.29138095636048,110.59693323178644,111.55128179324593,99382200
30/09/2020,AAPL,112.77828979492188,114.19033573143906,110.64562530338286,110.81117321087004,142675200
01/10/2020,AAPL,113.73263549804688,114.63828996240579,112.7977675718812,114.56038244447453,116120400
02/10/2020,AAPL,110.06131744384766,112.34980421996083,109.28226459701011,109.93472330652477,144712000
05/10/2020,AAPL,113.4502182006836,113.59629292893594,110.57744740695462,110.9280237828925,106243800
06/10/2020,AAPL,110.19767761230469,113.0801892267211,109.31149621483338,112.6711784272963,161498200
07/10/2020,AAPL,112.06741333007812,112.52511075993657,111.14227817215749,111.61945619842345,96849000
08/10/2020,AAPL,111.96028900146484,113.35285441626657,111.59023197745923,113.206779666247,83477200
09/10/2020,AAPL,113.90792846679688,113.93714192982654,111.91159095684212,112.26216737253827,100506900
12/10/2020,AAPL,121.14341735839844,121.90299707303168,116.15744772819468,116.91702744282793,240226800
13/10/2020,AAPL,117.92980194091797,122.10749776807862,116.5177635009862,121.99063649380032,262330500
14/10/2020,AAPL,118.01744842529297,119.809276699368,116.48854872829669,117.83241993385298,150712000
15/10/2020,AAPL,117.55001831054688,118.02718887052616,115.05703709797092,115.61211517826072,112559200
16/10/2020,AAPL,115.90425872802734,118.36803393931339,115.69975705683035,118.10509791229572,115393800
19/10/2020,AAPL,112.94384002685547,117.26760316923634,112.63221739110126,116.81964609469402,120639300
20/10/2020,AAPL,114.43379974365234,115.86531895269678,112.60301003753486,113.15808815638162,124423700
21/10/2020,AAPL,113.81056213378906,115.60239076917915,113.4015513107795,113.61579330624377,89946000
22/10/2020,AAPL,112.7198486328125,114.94990095736752,111.59021202627706,114.37534235792785,101988000
23/10/2020,AAPL,112.02845764160156,113.49893059893087,111.28835101391871,113.34311554903111,82572600
26/10/2020,AAPL,112.03819274902344,113.49892534064216,109.92499395326571,111.02541726060738,111850700
27/10/2020,AAPL,113.54761505126953,114.20981414129767,111.54154461515651,112.46667230975785,92276800
28/10/2020,AAPL,108.28897857666016,112.40824796037595,108.19159788494271,112.03819835998142,143937800
29/10/2020,AAPL,112.30111694335938,113.86897045793137,109.26279059723784,109.42834593101287,146129200
30/10/2020,AAPL,106.01023864746094,109.058298117793,104.90008242224502,108.15264357304628,190272600
02/11/2020,AAPL,105.92259979248047,107.78260309989695,104.51056107602284,106.25370308627556,122866900
03/11/2020,AAPL,107.54886627197266,108.57137455492787,105.8836321285859,106.78928656758603,107624400
04/11/2020,AAPL,111.94080352783203,112.56404883306527,109.40886854661319,111.15201031363652,138235500
05/11/2020,AAPL,115.91399383544922,116.48855249232687,113.81054286184263,114.86226463381101,126387100
06/11/2020,AAPL,115.78230285644531,116.27980338076077,113.28501336370934,115.42136453660977,114457900
09/11/2020,AAPL,113.47036743164062,119.00146077117734,113.20698522415755,117.54796519416685,154515300
10/11/2020,AAPL,113.12894439697266,114.7092525422394,111.33401722344382,112.71923542912484,138023400
11/11/2020,AAPL,116.56270599365234,116.6992756479048,113.58743002030904,114.31905635772775,112295000
12/11/2020,AAPL,116.2895736694336,117.57723580292728,115.66525308607233,116.68953299697138,103162300
13/11/2020,AAPL,116.3383560180664,116.73830791782815,114.98240900346639,116.51394665375146,81581900
16/11/2020,AAPL,117.35287475585938,118.0259659670156,115.25554430373279,116.00667744857009,91183000
17/11/2020,AAPL,116.46514892578125,117.71378992768877,116.04568289146974,116.6212327722634,74271000
18/11/2020,AAPL,115.13847351074219,116.88462258409794,115.10920964823985,115.70426632741369,76322100
19/11/2020,AAPL,115.73352813720703,116.14323708994871,113.94835813134821,114.70924831286501,74113000
20/11/2020,AAPL,114.46537017822266,115.86033795899172,114.41659955689461,115.73352541255366,73604300
23/11/2020,AAPL,111.0608901977539,114.73853654084122,110.9633414959256,114.30931332180998,127959300
24/11/2020,AAPL,112.34855651855469,113.01189813471593,109.83175972995858,111.11942943411495,113874200
25/11/2020,AAPL,113.18746185302734,113.88982427274503,112.34852978975202,112.71922520154047,76499200
27/11/2020,AAPL,113.73374938964844,114.61170248347958,113.37281849287028,113.71424262866907,46691300
30/11/2020,AAPL,116.13351440429688,118.00647643112265,113.9483845971773,114.10446848732421,169410200
01/12/2020,AAPL,119.71359252929688,120.44521894311592,117.06998331379602,118.04548519888809,127728200
02/12/2020,AAPL,120.06475830078125,120.34765470402952,117.92840706667509,119.03072137520432,89004200
03/12/2020,AAPL,119.92818450927734,120.7476023862672,119.21606497499924,120.49396985375188,78967600
04/12/2020,AAPL,119.25508880615234,119.85014546839597,118.54296925474208,119.59651292977875,78260400
07/12/2020,AAPL,120.7183609008789,121.51827216632053,119.25510804147432,119.31363577425405,86712000
08/12/2020,AAPL,121.3329086303711,121.91821565194306,120.0745104419721,121.32315897116939,82225500
09/12/2020,AAPL,118.79661560058594,122.86445658019646,118.03572533878697,121.47924572192201,115089200
10/12/2020,AAPL,120.22084045410156,120.83541135490303,117.20654344679436,117.54796759030177,81312200
11/12/2020,AAPL,119.41117858886719,119.75260272945025,117.5967446503537,119.4306853501199,86939800
14/12/2020,AAPL,118.79661560058594,120.32815322670372,118.56249723752978,119.5965268299757,79184500
15/12/2020,AAPL,124.7471694946289,124.76668369873353,121.08903768627563,121.29389217444482,157243700
16/12/2020,AAPL,124.67887878417969,125.22515739352977,123.4595015722462,124.28868403035126,98208600
17/12/2020,AAPL,125.54708099365234,126.40552735664411,124.90324622140852,125.74217838024781,94359800
18/12/2020,AAPL,123.55708312988281,125.93731031899775,123.03031117282511,125.80074063855568,192541500
21/12/2020,AAPL,125.08859252929688,125.16663446004497,120.42569508317622,121.95723262228893,121251600
22/12/2020,AAPL,128.649169921875,131.11718805054522,126.47379039741485,128.38578029311114,168904800
23/12/2020,AAPL,127.7517318725586,129.18570593208332,127.57613379518217,128.92233114348466,88223700
24/12/2020,AAPL,128.7369842529297,130.19048741225336,127.88830238079585,128.1029139851249,54930100
28/12/2020,AAPL,133.34133911132812,133.97540930683178,130.23923574746274,130.70748731350233,124486200
29/12/2020,AAPL,131.56594848632812,135.38991449680984,131.04893362298358,134.66805255137436,121047300
30/12/2020,AAPL,130.44406127929688,132.65845384374532,130.13189365568672,132.25849465785913,96452100
31/12/2020,AAPL,129.4393310546875,131.43911264182535,128.49309315567558,130.79527790714135,99116600
04/01/2021,AAPL,126.23970794677734,130.33681306322433,123.65462635170266,130.24902146218815,143301900
05/01/2021,AAPL,127.80047607421875,128.51260305310566,125.28367982884573,125.73241717328166,97664900
06/01/2021,AAPL,123.49851989746094,127.8395071446875,123.28390832194798,124.59108453530528,155088000
07/01/2021,AAPL,127.71271514892578,128.40532809171646,124.7276815251643,125.21543250643197,109578200
08/01/2021,AAPL,128.8150177001953,129.38081053932285,127.03959725138373,129.18569826826229,105158200
11/01/2021,AAPL,125.82023620605469,126.9810858976596,125.35199944208054,126.0250981630937,100384500
12/01/2021,AAPL,125.64463806152344,126.51283409054386,123.75216213905773,125.35198453697099,91951100
13/01/2021,AAPL,127.68342590332031,128.22970451216872,125.34222761254838,125.60560237290161,88636800
14/01/2021,AAPL,125.751953125,127.79074851750292,125.60561890945137,127.59565111508242,90221800
15/01/2021,AAPL,124.0252914428711,127.02983860800374,123.88872179377304,125.62511371158065,111598500
19/01/2021,AAPL,124.69839477539062,125.55684110809314,123.8301987834441,124.64961670921872,90757300
20/01/2021,AAPL,128.79551696777344,129.24425439918255,125.40077446290326,125.50808026921992,104319500
21/01/2021,AAPL,133.5169219970703,136.24832991984417,130.31727739424184,130.52213931456455,120150900
22/01/2021,AAPL,135.66302490234375,136.42391501700993,131.71224014697756,132.94136689721347,114459400
25/01/2021,AAPL,139.41873168945312,141.53556905552392,133.1950247182092,139.56506590746304,157611700
26/01/2021,AAPL,139.6528778076172,140.76494955524782,137.9067207930604,140.0821010935413,98390600
27/01/2021,AAPL,138.57980346679688,140.76493317496252,136.97023121686135,139.91623636383397,140843800
28/01/2021,AAPL,133.7315673828125,138.51153617725132,133.35112219316147,136.1020450144684,142621100
29/01/2021,AAPL,128.72723388671875,133.39013165524483,127.0201056066314,132.50242137720485,177523800
01/02/2021,AAPL,130.85382080078125,132.06344848329783,127.72245323542478,130.47337566526852,106239800
02/02/2021,AAPL,131.6829833984375,132.97063793703109,131.31228797923288,132.40484514955168,83305400
03/02/2021,AAPL,130.65869140625,132.44386118494435,130.33677408042246,132.43409664220874,89880900
04/02/2021,AAPL,134.024169921875,134.03391957969882,131.29276234885165,132.96087670510042,84183100
05/02/2021,AAPL,133.60899353027344,134.25379046331454,132.72973582683255,134.18541104102158,75693800
08/02/2021,AAPL,133.75552368164062,133.80437463624327,131.81136898331476,132.89579458373277,71297200
09/02/2021,AAPL,132.8762664794922,134.703191022344,132.71996427692022,133.47221241675678,76774200
10/02/2021,AAPL,132.27053833007812,133.83367940103972,131.30334311535862,133.33542054472144,73046600
11/02/2021,AAPL,132.0165252685547,133.24748871589713,130.6878599207111,132.76877325498876,64280000
12/02/2021,AAPL,132.2510223388672,132.40733945975953,130.60973729116114,131.25453423442616,60145100
16/02/2021,AAPL,130.1212615966797,132.8762801305052,129.7304687820516,132.36827183232106,80576300
17/02/2021,AAPL,127.82537078857422,129.17357959912786,126.48694111313472,128.2259277405819,97918500
18/02/2021,AAPL,126.72144317626953,127.00475491652134,124.47443299245604,126.22318421251387,96856700
19/02/2021,AAPL,126.87770080566406,127.69835795545946,125.8323620958295,127.23918588723186,87668800
22/02/2021,AAPL,123.0969009399414,126.73119158884104,122.70611563671171,125.06058423119387,103916400
23/02/2021,AAPL,122.96013641357422,123.79055058664284,115.66224697568336,120.90852273493111,158273000
24/02/2021,AAPL,122.46187591552734,122.66703652293154,119.41376694425402,122.06132638305527,111039900
25/02/2021,AAPL,118.20233917236328,123.5463093432761,117.76271033657684,121.80732245880864,148199500
